order_id,user_id,product_id,Category,order_date,quantity,Isvalid,Signup_date,Days_since_signup,User_segment,Cohort,months_since_signup,cohort_month,activity_month,price,day_of_week,hour_of_day,order_month,total_orders,first_order,last_order,active_days,avg_gap,Recency,Frequency,Monetary,R_score,F_score,M_score,RFM_Score,Segment,cohort_index
O000384,U00074,P0008,Beauty,18-05-2023,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-05,372.76,3,0,2023-05,2,18-05-2023,18-06-2023,31,31,562,2,502.84,1,1,3,113,High Spender,
O010576,U00989,P0008,Beauty,31-05-2024,1,Valid,16-05-2023,381,CHURNED,May-23,12,2023-05,2024-05,372.76,4,0,2024-05,1,31-05-2024,31-05-2024,0,,214,1,372.76,3,1,3,313,Recent but Low Value,12
O002540,U03829,P0008,Beauty,26-01-2023,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-01,372.76,3,0,2023-01,1,26-01-2023,26-01-2023,0,,705,1,372.76,1,1,3,113,High Spender,
O006395,U03793,P0009,Beauty,25-01-2023,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-01,170.59,2,0,2023-01,1,25-01-2023,25-01-2023,0,,706,1,170.59,1,1,2,112,Other,
O002184,U02955,P0009,Beauty,13-03-2023,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-03,170.59,0,0,2023-03,2,13-03-2023,29-05-2024,443,443,216,2,304.64,3,1,2,312,Recent but Low Value,
O007357,U03257,P0009,Beauty,12-05-2024,1,Invalid,12-06-2024,Invalid,Invalid,Dec-24,#NUM!,2024-06,2024-05,170.59,6,0,2024-05,1,12-05-2024,12-05-2024,0,,233,1,170.59,3,1,2,312,Recent but Low Value,0
O008101,U04010,P0009,Beauty,15-08-2023,1,Valid,08-05-2023,10,NEW,Aug-23,0,2023-05,2023-08,170.59,1,0,2023-08,1,15-08-2023,15-08-2023,0,,504,1,170.59,1,1,2,112,Other,3
O008396,U01942,P0009,Beauty,01-06-2023,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-06,170.59,3,0,2023-06,1,01-06-2023,01-06-2023,0,,579,1,170.59,1,1,2,112,Other,
O009677,U05327,P0009,Books,31-10-2023,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-10,170.59,1,0,2023-10,1,31-10-2023,31-10-2023,0,,427,1,170.59,2,1,2,212,Other,
O002482,U03198,P0009,Books,17-06-2024,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-06,170.59,0,0,2024-06,1,17-06-2024,17-06-2024,0,,197,1,170.59,3,1,2,312,Recent but Low Value,
O009443,U05258,P0009,Books,27-08-2023,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-08,170.59,6,0,2023-08,1,27-08-2023,27-08-2023,0,,492,1,170.59,1,1,2,112,Other,
O002601,U00226,P0009,Books,18-03-2023,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-03,170.59,5,0,2023-03,3,18-03-2023,17-11-2024,610,305,44,3,358.99,3,1,3,313,Recent but Low Value,
O008641,U04097,P0009,Books,26-11-2024,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-11,170.59,1,0,2024-11,2,08-02-2024,26-11-2024,292,292,35,2,288.79,3,1,2,312,Recent but Low Value,
O008482,U00334,P0009,Books,04-01-2024,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-01,170.59,3,0,2024-01,1,04-01-2024,04-01-2024,0,,362,1,170.59,2,1,2,212,Other,
O003665,U01535,P0009,Books,07-07-2023,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-07,170.59,4,0,2023-07,1,07-07-2023,07-07-2023,0,,543,1,170.59,1,1,2,112,Other,
O000690,U04739,P0010,Books,14-11-2023,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-11,36.46,1,0,2023-11,1,14-11-2023,14-11-2023,0,,413,1,36.46,2,1,1,211,Other,
O010336,U03294,P0010,Books,04-06-2023,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-06,36.46,6,0,2023-06,1,04-06-2023,04-06-2023,0,,576,1,36.46,1,1,1,111,Inactive,
O001819,U03368,P0010,Books,16-06-2024,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-06,36.46,6,0,2024-06,1,16-06-2024,16-06-2024,0,,198,1,36.46,3,1,1,311,Recent but Low Value,
O005969,U00761,P0010,Books,02-08-2024,1,Valid,23-01-2024,192,DORMANT,Jan-24,6,2024-01,2024-08,36.46,4,0,2024-08,1,02-08-2024,02-08-2024,0,,151,1,36.46,3,1,1,311,Recent but Low Value,7
O006111,U04025,P0010,Books,11-10-2023,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-10,36.46,2,0,2023-10,1,11-10-2023,11-10-2023,0,,447,1,36.46,2,1,1,211,Other,
O000382,U02694,P0010,Books,14-02-2023,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-02,36.46,1,0,2023-02,1,14-02-2023,14-02-2023,0,,686,1,36.46,1,1,1,111,Inactive,
O001798,U01219,P0010,Books,25-02-2024,1,Invalid,04-07-2024,Invalid,Invalid,Apr-24,#NUM!,2024-07,2024-02,36.46,6,0,2024-02,1,25-02-2024,25-02-2024,0,,310,1,36.46,2,1,1,211,Other,0
O006264,U00324,P0010,Books,07-09-2024,1,Valid,26-02-2023,559,CHURNED,Feb-23,18,2023-02,2024-09,36.46,5,0,2024-09,2,25-08-2024,07-09-2024,13,13,115,2,433.9,3,1,3,313,Recent but Low Value,19
O000476,U01378,P0011,Books,25-05-2024,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-05,362.39,5,0,2024-05,1,25-05-2024,25-05-2024,0,,220,1,362.39,3,1,3,313,Recent but Low Value,
O006745,U02387,P0011,Books,12-10-2023,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-10,362.39,3,0,2023-10,1,12-10-2023,12-10-2023,0,,446,1,362.39,2,1,3,213,High Spender,
O007595,U01708,P0011,Books,08-03-2024,1,Valid,25-11-2023,104,DORMANT,Nov-23,3,2023-11,2024-03,362.39,4,0,2024-03,2,08-03-2024,14-06-2024,98,98,200,2,792.26,3,1,3,313,Recent but Low Value,4
O000243,U00177,P0011,Books,08-09-2023,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-09,362.39,4,0,2023-09,1,08-09-2023,08-09-2023,0,,480,1,362.39,1,1,3,113,High Spender,
O002855,U01455,P0011,Books,26-10-2023,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-10,362.39,3,0,2023-10,1,26-10-2023,26-10-2023,0,,432,1,362.39,2,1,3,213,High Spender,
O000614,U00379,P0011,Books,29-12-2023,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-12,362.39,4,0,2023-12,2,29-12-2023,31-03-2024,93,93,275,2,846.82,2,1,3,213,High Spender,
O000460,U03511,P0011,Electronics,29-10-2024,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-10,362.39,1,0,2024-10,1,29-10-2024,29-10-2024,0,,63,1,362.39,3,1,3,313,Recent but Low Value,
O000253,U01143,P0011,Electronics,11-04-2023,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-04,362.39,1,0,2023-04,1,11-04-2023,11-04-2023,0,,630,1,362.39,1,1,3,113,High Spender,
O007121,U04881,P0011,Electronics,13-01-2024,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-01,362.39,5,0,2024-01,1,13-01-2024,13-01-2024,0,,353,1,362.39,2,1,3,213,High Spender,
O009768,U01059,P0012,Electronics,24-10-2024,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-10,108.1,3,0,2024-10,1,24-10-2024,24-10-2024,0,,68,1,108.1,3,1,1,311,Recent but Low Value,
O003304,U03565,P0012,Electronics,20-03-2024,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-03,108.1,2,0,2024-03,2,10-03-2024,20-03-2024,10,10,286,2,233.81,2,1,2,212,Other,
O009178,U02700,P0012,Electronics,17-12-2023,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-12,108.1,6,0,2023-12,1,17-12-2023,17-12-2023,0,,380,1,108.1,2,1,1,211,Other,
O000162,U03638,P0012,Electronics,13-02-2024,1,Valid,21-09-2023,145,DORMANT,Sep-23,4,2023-09,2024-02,108.1,1,0,2024-02,1,13-02-2024,13-02-2024,0,,322,1,108.1,2,1,1,211,Other,5
O005322,U05399,P0012,Electronics,06-01-2023,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-01,108.1,4,0,2023-01,1,06-01-2023,06-01-2023,0,,725,1,108.1,1,1,1,111,Inactive,
O005245,U02953,P0012,Electronics,08-05-2024,1,Valid,03-12-2023,423,CHURNED,Mar-23,13,2023-12,2024-05,108.1,2,0,2024-05,3,12-07-2023,08-05-2024,301,150.5,237,3,456.88,2,1,3,213,High Spender,5
O006601,U01837,P0012,Electronics,25-02-2023,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-02,108.1,5,0,2023-02,1,25-02-2023,25-02-2023,0,,675,1,108.1,1,1,1,111,Inactive,
O003501,U03171,P0012,Electronics,06-09-2024,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-09,108.1,4,0,2024-09,1,06-09-2024,06-09-2024,0,,116,1,108.1,3,1,1,311,Recent but Low Value,
O005935,U02954,P0012,Electronics,31-12-2024,1,Valid,09-03-2024,119,DORMANT,Sep-24,3,2024-03,2024-12,108.1,1,0,2024-12,2,27-09-2024,31-12-2024,95,95,0,2,238.91,3,1,2,312,Recent but Low Value,9
O002475,U05329,P0012,Electronics,10-02-2024,1,Valid,30-01-2023,376,CHURNED,Jan-23,12,2023-01,2024-02,108.1,5,0,2024-02,1,10-02-2024,10-02-2024,0,,325,1,108.1,2,1,1,211,Other,13
O004547,U00167,P0012,Electronics,24-01-2023,1,Invalid,16-09-2023,Invalid,Invalid,Sep-23,#NUM!,2023-09,2023-01,108.1,1,0,2023-01,1,24-01-2023,24-01-2023,0,,707,1,108.1,1,1,1,111,Inactive,0
O008627,U04470,P0012,Electronics,09-02-2023,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-02,108.1,3,0,2023-02,1,09-02-2023,09-02-2023,0,,691,1,108.1,1,1,1,111,Inactive,
O007624,U04975,P0012,Electronics,01-11-2024,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-11,108.1,4,0,2024-11,2,29-04-2023,01-11-2024,552,552,60,2,345.17,3,1,3,313,Recent but Low Value,
O009266,U03993,P0012,Electronics,26-10-2023,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-10,108.1,3,0,2023-10,1,26-10-2023,26-10-2023,0,,432,1,108.1,2,1,1,211,Other,
O011468,U00180,P0012,Electronics,08-03-2024,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-03,108.1,4,0,2024-03,1,08-03-2024,08-03-2024,0,,298,1,108.1,2,1,1,211,Other,
O010700,U05477,P0012,Electronics,03-07-2023,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-07,108.1,0,0,2023-07,1,03-07-2023,03-07-2023,0,,547,1,108.1,1,1,1,111,Inactive,
O006922,U04471,P0012,gadgets,01-08-2023,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-08,108.1,1,0,2023-08,1,01-08-2023,01-08-2023,0,,518,1,108.1,1,1,1,111,Inactive,
O010521,U05495,P0013,gadgets,18-05-2023,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-05,468.71,3,0,2023-05,2,02-01-2023,18-05-2023,136,136,593,2,866.15,1,1,3,113,High Spender,
O009182,U05338,P0013,gadgets,20-01-2023,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-01,468.71,4,0,2023-01,1,20-01-2023,20-01-2023,0,,711,1,468.71,1,1,3,113,High Spender,
O008692,U02233,P0013,gadgets,21-11-2023,1,Valid,13-04-2023,222,DORMANT,Apr-23,7,2023-04,2023-11,468.71,1,0,2023-11,1,21-11-2023,21-11-2023,0,,406,1,468.71,2,1,3,213,High Spender,7
O008856,U02218,P0013,gadgets,24-05-2023,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-05,468.71,2,0,2023-05,1,24-05-2023,24-05-2023,0,,587,1,468.71,1,1,3,113,High Spender,
O011892,U04079,P0014,gadgets,25-03-2024,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-03,484.43,0,0,2024-03,1,25-03-2024,25-03-2024,0,,281,1,484.43,2,1,3,213,High Spender,
O009700,U01548,P0014,gadgets,15-06-2023,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-06,484.43,3,0,2023-06,1,15-06-2023,15-06-2023,0,,565,1,484.43,1,1,3,113,High Spender,
O002204,U00379,P0014,gadgets,31-03-2024,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-03,484.43,6,0,2024-03,2,29-12-2023,31-03-2024,93,93,275,2,846.82,2,1,3,213,High Spender,
O008571,U01729,P0014,gadgets,01-07-2023,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-07,484.43,5,0,2023-07,1,01-07-2023,01-07-2023,0,,549,1,484.43,1,1,3,113,High Spender,
O003680,U02085,P0014,gadgets,30-09-2024,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-09,484.43,0,0,2024-09,1,30-09-2024,30-09-2024,0,,92,1,484.43,3,1,3,313,Recent but Low Value,
O003403,U03873,P0014,gadgets,13-06-2023,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-06,484.43,1,0,2023-06,1,13-06-2023,13-06-2023,0,,567,1,484.43,1,1,3,113,High Spender,
O001759,U01989,P0014,Unknown,22-10-2024,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-10,484.43,1,0,2024-10,1,22-10-2024,22-10-2024,0,,70,1,484.43,3,1,3,313,Recent but Low Value,
O009975,U02066,P0014,Unknown,18-02-2023,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-02,484.43,5,0,2023-02,1,18-02-2023,18-02-2023,0,,682,1,484.43,1,1,3,113,High Spender,
O007966,U02393,P0014,Unknown,31-08-2024,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-08,484.43,5,0,2024-08,1,31-08-2024,31-08-2024,0,,122,1,484.43,3,1,3,313,Recent but Low Value,
O001068,U01024,P0014,Unknown,23-04-2023,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-04,484.43,6,0,2023-04,1,23-04-2023,23-04-2023,0,,618,1,484.43,1,1,3,113,High Spender,
O010666,U04700,P0014,Unknown,09-03-2023,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-03,484.43,3,0,2023-03,1,09-03-2023,09-03-2023,0,,663,1,484.43,1,1,3,113,High Spender,
O003038,U03241,P0014,Unknown,26-02-2024,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-02,484.43,0,0,2024-02,1,26-02-2024,26-02-2024,0,,309,1,484.43,2,1,3,213,High Spender,
O001891,U03842,P0014,Unknown,23-05-2024,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-05,484.43,3,0,2024-05,1,23-05-2024,23-05-2024,0,,222,1,484.43,3,1,3,313,Recent but Low Value,
O005414,U00459,P0014,Unknown,23-03-2024,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-03,484.43,5,0,2024-03,1,23-03-2024,23-03-2024,0,,283,1,484.43,2,1,3,213,High Spender,
O009058,U04251,P0014,Unknown,30-06-2024,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-06,484.43,6,0,2024-06,1,30-06-2024,30-06-2024,0,,184,1,484.43,3,1,3,313,Recent but Low Value,
O009767,U00628,P0014,Unknown,02-04-2023,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-04,484.43,6,0,2023-04,1,02-04-2023,02-04-2023,0,,639,1,484.43,1,1,3,113,High Spender,
O007413,U01955,P0014,Home,20-02-2023,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-02,484.43,0,0,2023-02,1,20-02-2023,20-02-2023,0,,680,1,484.43,1,1,3,113,High Spender,
O011733,U01689,P0014,Home,03-10-2024,1,Invalid,31-10-2024,Invalid,Invalid,Oct-24,#NUM!,2024-10,2024-10,484.43,3,0,2024-10,1,03-10-2024,03-10-2024,0,,89,1,484.43,3,1,3,313,Recent but Low Value,0
O000588,U02604,P0014,Home,01-07-2023,1,Invalid,30-10-2023,Invalid,Invalid,Oct-23,#NUM!,2023-10,2023-07,484.43,5,0,2023-07,1,01-07-2023,01-07-2023,0,,549,1,484.43,1,1,3,113,High Spender,0
O009487,U04480,P0015,Home,21-04-2023,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-04,390.85,4,0,2023-04,1,21-04-2023,21-04-2023,0,,620,1,390.85,1,1,3,113,High Spender,
O009927,U02603,P0015,Home,01-10-2024,1,Valid,06-11-2023,478,CHURNED,Jun-23,15,2023-11,2024-10,390.85,1,0,2024-10,1,01-10-2024,01-10-2024,0,,91,1,390.85,3,1,3,313,Recent but Low Value,11
O009571,U05143,P0015,Home,20-06-2023,1,Invalid,31-08-2023,Invalid,Invalid,Aug-23,#NUM!,2023-08,2023-06,390.85,1,0,2023-06,1,20-06-2023,20-06-2023,0,,560,1,390.85,1,1,3,113,High Spender,0
O011883,U03989,P0015,Home,05-03-2023,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-03,390.85,6,0,2023-03,1,05-03-2023,05-03-2023,0,,667,1,390.85,1,1,3,113,High Spender,
O009512,U00904,P0015,Home,28-03-2024,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-03,390.85,3,0,2024-03,1,28-03-2024,28-03-2024,0,,278,1,390.85,2,1,3,213,High Spender,
O011816,U04326,P0015,Home,24-04-2023,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-04,390.85,0,0,2023-04,1,24-04-2023,24-04-2023,0,,617,1,390.85,1,1,3,113,High Spender,
O009955,U01087,P0015,Home,29-09-2023,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-09,390.85,4,0,2023-09,2,29-09-2023,20-03-2024,173,173,286,2,552.67,2,1,3,213,High Spender,
O007360,U04227,P0015,Home,17-04-2023,1,Invalid,12-02-2023,Invalid,Invalid,Dec-23,#NUM!,2023-02,2023-04,390.85,0,0,2023-04,1,17-04-2023,17-04-2023,0,,624,1,390.85,1,1,3,113,High Spender,2
O003771,U01295,P0015,Home,25-02-2024,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-02,390.85,6,0,2024-02,1,25-02-2024,25-02-2024,0,,310,1,390.85,2,1,3,213,High Spender,
O007967,U03785,P0015,Home,09-06-2024,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-06,390.85,6,0,2024-06,1,09-06-2024,09-06-2024,0,,205,1,390.85,3,1,3,313,Recent but Low Value,
O008988,U00565,P0015,Home,26-05-2023,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-05,390.85,4,0,2023-05,1,26-05-2023,26-05-2023,0,,585,1,390.85,1,1,3,113,High Spender,
O000603,U03075,P0016,Home,12-07-2024,1,Invalid,12-11-2024,Invalid,Invalid,Dec-24,#NUM!,2024-11,2024-07,463.05,4,0,2024-07,1,12-07-2024,12-07-2024,0,,172,1,463.05,3,1,3,313,Recent but Low Value,0
O003026,U00870,P0016,Home,17-01-2023,1,Invalid,04-04-2024,Invalid,Invalid,Apr-24,#NUM!,2024-04,2023-01,463.05,1,0,2023-01,1,17-01-2023,17-01-2023,0,,714,1,463.05,1,1,3,113,High Spender,0
O011899,U03575,P0016,Home,29-11-2023,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-11,463.05,2,0,2023-11,1,29-11-2023,29-11-2023,0,,398,1,463.05,2,1,3,213,High Spender,
O001351,U05158,P0016,Home,26-11-2024,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-11,463.05,1,0,2024-11,1,26-11-2024,26-11-2024,0,,35,1,463.05,3,1,3,313,Recent but Low Value,
O008586,U03112,P0016,Home,16-09-2024,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-09,463.05,0,0,2024-09,2,24-05-2023,16-09-2024,481,481,106,2,628.12,3,1,3,313,Recent but Low Value,
O010627,U03913,P0016,Home,02-08-2023,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-08,463.05,2,0,2023-08,1,02-08-2023,02-08-2023,0,,517,1,463.05,1,1,3,113,High Spender,
O008847,U05078,P0016,Home,02-03-2023,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-03,463.05,3,0,2023-03,1,02-03-2023,02-03-2023,0,,670,1,463.05,1,1,3,113,High Spender,
O000360,U04937,P0016,Home,29-03-2024,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-03,463.05,4,0,2024-03,2,14-11-2023,29-03-2024,136,136,277,2,683.6,2,1,3,213,High Spender,
O008336,U00576,P0016,Home,28-05-2023,1,Valid,03-07-2023,82,ACTIVE,Mar-23,2,2023-07,2023-05,463.05,6,0,2023-05,1,28-05-2023,28-05-2023,0,,583,1,463.05,1,1,3,113,High Spender,0
O007718,U02206,P0016,Electronics,22-12-2024,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-12,463.05,6,0,2024-12,1,22-12-2024,22-12-2024,0,,9,1,463.05,3,1,3,313,Recent but Low Value,
O001973,U01541,P0017,Electronics,14-05-2023,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-05,131.63,6,0,2023-05,1,14-05-2023,14-05-2023,0,,597,1,131.63,1,1,2,112,Other,
O002692,U04742,P0017,Electronics,05-10-2024,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-10,131.63,5,0,2024-10,3,17-02-2024,05-10-2024,231,115.5,87,3,450.37,3,1,3,313,Recent but Low Value,
O007518,U01601,P0017,Electronics,22-10-2024,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-10,131.63,1,0,2024-10,1,22-10-2024,22-10-2024,0,,70,1,131.63,3,1,2,312,Recent but Low Value,
O007614,U05402,P0017,Electronics,12-09-2024,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-09,131.63,3,0,2024-09,1,12-09-2024,12-09-2024,0,,110,1,131.63,3,1,2,312,Recent but Low Value,
O007592,U02807,P0017,Electronics,01-08-2023,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-08,131.63,1,0,2023-08,1,01-08-2023,01-08-2023,0,,518,1,131.63,1,1,2,112,Other,
O002377,U03702,P0017,Electronics,17-06-2024,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-06,131.63,0,0,2024-06,1,17-06-2024,17-06-2024,0,,197,1,131.63,3,1,2,312,Recent but Low Value,
O001543,U01915,P0017,Electronics,23-12-2023,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-12,131.63,5,0,2023-12,1,23-12-2023,23-12-2023,0,,374,1,131.63,2,1,2,212,Other,
O008976,U01464,P0017,Electronics,31-08-2024,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-08,131.63,5,0,2024-08,1,31-08-2024,31-08-2024,0,,122,1,131.63,3,1,2,312,Recent but Low Value,
O002427,U05270,P0017,Electronics,05-05-2023,1,Invalid,09-09-2024,Invalid,Invalid,Sep-24,#NUM!,2024-09,2023-05,131.63,4,0,2023-05,1,05-05-2023,05-05-2023,0,,606,1,131.63,1,1,2,112,Other,0
O010015,U03458,P0017,Apparel,08-07-2024,1,Valid,02-11-2024,148,DORMANT,Feb-24,4,2024-11,2024-07,131.63,0,0,2024-07,1,08-07-2024,08-07-2024,0,,176,1,131.63,3,1,2,312,Recent but Low Value,0
O002833,U04255,P0017,Apparel,08-11-2024,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-11,131.63,4,0,2024-11,1,08-11-2024,08-11-2024,0,,53,1,131.63,3,1,2,312,Recent but Low Value,
O010628,U03532,P0017,Apparel,27-02-2024,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-02,131.63,1,0,2024-02,1,27-02-2024,27-02-2024,0,,308,1,131.63,2,1,2,212,Other,
O008680,U04058,P0017,Apparel,29-07-2023,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-07,131.63,5,0,2023-07,1,29-07-2023,29-07-2023,0,,521,1,131.63,1,1,2,112,Other,
O006861,U04495,P0017,Apparel,08-02-2023,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-02,131.63,2,0,2023-02,1,08-02-2023,08-02-2023,0,,692,1,131.63,1,1,2,112,Other,
O010611,U01964,P0017,Apparel,01-07-2023,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-07,131.63,5,0,2023-07,1,01-07-2023,01-07-2023,0,,549,1,131.63,1,1,2,112,Other,
O005311,U01713,P0017,Apparel,01-02-2023,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-02,131.63,2,0,2023-02,1,01-02-2023,01-02-2023,0,,699,1,131.63,1,1,2,112,Other,
O003180,U00016,P0017,Apparel,06-10-2024,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-10,131.63,6,0,2024-10,1,06-10-2024,06-10-2024,0,,86,1,131.63,3,1,2,312,Recent but Low Value,
O008056,U03037,P0017,Apparel,02-11-2024,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-11,131.63,5,0,2024-11,1,02-11-2024,02-11-2024,0,,59,1,131.63,3,1,2,312,Recent but Low Value,
O000565,U04995,P0017,Apparel,06-12-2023,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-12,131.63,2,0,2023-12,1,06-12-2023,06-12-2023,0,,391,1,131.63,2,1,2,212,Other,
O003728,U02579,P0017,Apparel,21-11-2024,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-11,131.63,3,0,2024-11,1,21-11-2024,21-11-2024,0,,40,1,131.63,3,1,2,312,Recent but Low Value,
O009609,U01310,P0017,Unknown,12-03-2023,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-03,131.63,6,0,2023-03,2,12-03-2023,22-09-2023,194,194,466,2,497.82,2,1,3,213,High Spender,
O010242,U01178,P0017,Unknown,24-07-2024,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-07,131.63,2,0,2024-07,1,24-07-2024,24-07-2024,0,,160,1,131.63,3,1,2,312,Recent but Low Value,
O006052,U01590,P0017,Unknown,10-02-2024,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-02,131.63,5,0,2024-02,1,10-02-2024,10-02-2024,0,,325,1,131.63,2,1,2,212,Other,
O010438,U03598,P0018,Unknown,11-01-2023,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-01,276.92,2,0,2023-01,1,11-01-2023,11-01-2023,0,,720,1,276.92,1,1,2,112,Other,
O008591,U00747,P0018,Unknown,19-12-2024,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-12,276.92,3,0,2024-12,1,19-12-2024,19-12-2024,0,,12,1,276.92,3,1,2,312,Recent but Low Value,
O000159,U03091,P0018,Unknown,02-02-2024,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-02,276.92,4,0,2024-02,1,02-02-2024,02-02-2024,0,,333,1,276.92,2,1,2,212,Other,
O004449,U01933,P0018,Unknown,25-02-2024,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2024-02,276.92,6,0,2024-02,1,25-02-2024,25-02-2024,0,,310,1,276.92,2,1,2,212,Other,
O000856,U00645,P0018,Unknown,09-09-2023,1,Invalid,,Invalid,Invalid,Null,#VALUE!,,2023-09,276.92,5,0,2023-09,1,09-09-2023,09-09-2023,0,,479,1,276.92,1,1,2,112,Other,
